2020-10-16 09:41:49.147  WARN 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第62条,warning,用时:  0秒;房间信息:Huya 21629583!36.62.240.61:4245;message:主播未直播
2020-10-16 09:41:53.274  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第63条,success,用时:  3秒;房间信息:Huya 10023140!36.62.240.61:4245
2020-10-16 09:42:03.691  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第64条,success,用时: 10秒;房间信息:Huya 15952230!36.62.240.61:4245
2020-10-16 09:42:07.139  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第65条,success,用时:  3秒;房间信息:Huya 23178182!36.62.240.61:4245
2020-10-16 09:42:10.543  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第66条,success,用时:  3秒;房间信息:Huya 13692642!36.62.240.61:4245
2020-10-16 09:42:13.579 ERROR 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第42条,failure,用时:180秒;房间信息:Huya 22963812!36.62.240.61:4245
2020-10-16 09:42:13.938  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第67条,success,用时:  3秒;房间信息:Huya 22194890!36.62.240.61:4245
2020-10-16 09:42:16.792  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第68条,success,用时:  2秒;房间信息:Huya 23442356!36.62.240.61:4245
2020-10-16 09:42:18.500  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第69条,success,用时:  4秒;房间信息:Huya 20086236!36.62.240.61:4245
2020-10-16 09:42:22.979  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第70条,success,用时:  5秒;房间信息:Huya 17781758!36.62.240.61:4245
2020-10-16 09:42:27.498 ERROR 27636 --- [pool-2-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第45条,failure,用时:180秒;房间信息:Huya 23465388!36.62.240.61:4245
2020-10-16 09:42:28.727  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第72条,success,用时:  5秒;房间信息:Huya 20314780!36.62.240.61:4245
2020-10-16 09:42:29.074  WARN 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第74条,warning,用时:  0秒;房间信息:Huya 19563174!36.62.240.61:4245;message:主播未直播
2020-10-16 09:42:30.909  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第71条,success,用时: 12秒;房间信息:Huya 16124839!36.62.240.61:4245
2020-10-16 09:42:31.298  INFO 27636 --- [pool-2-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第73条,success,用时:  3秒;房间信息:Huya 23214914!36.62.240.61:4245
2020-10-16 09:42:33.348 ERROR 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第48条,failure,用时:180秒;房间信息:Huya 23463658!36.62.240.61:4245
2020-10-16 09:42:57.468  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第76条,success,用时: 26秒;房间信息:Huya 21629675!36.62.240.61:4245
2020-10-16 09:42:58.129  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第75条,success,用时: 28秒;房间信息:Huya 18243931!36.62.240.61:4245
2020-10-16 09:42:58.849  INFO 27636 --- [pool-2-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第77条,success,用时: 27秒;房间信息:Huya 23089583!36.62.240.61:4245
2020-10-16 09:43:00.058  INFO 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第78条,success,用时: 26秒;房间信息:Huya 20566021!36.62.240.61:4245
2020-10-16 09:43:01.459  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第79条,success,用时:  3秒;房间信息:Huya 10204936!36.62.240.61:4245
2020-10-16 09:43:02.744  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第80条,success,用时:  4秒;房间信息:Huya 23054027!36.62.240.61:4245
2020-10-16 09:43:09.938  INFO 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第82条,success,用时:  9秒;房间信息:Huya 11733401!36.62.240.61:4245
2020-10-16 09:43:31.858  INFO 27636 --- [pool-2-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第81条,success,用时: 32秒;房间信息:Huya 14752111!36.62.240.61:4245
2020-10-16 09:43:32.860  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第84条,success,用时: 29秒;房间信息:Huya 17614375!36.62.240.61:4245
2020-10-16 09:43:32.868  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第83条,success,用时: 30秒;房间信息:Huya 16947582!36.62.240.61:4245
2020-10-16 09:43:33.992  INFO 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第85条,success,用时: 23秒;房间信息:Huya 23300759!36.62.240.61:4245
2020-10-16 09:43:36.340  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第87条,success,用时:  3秒;房间信息:Huya 857937!36.62.240.61:4245
2020-10-16 09:43:39.926  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第88条,success,用时:  6秒;房间信息:Huya 23266685!36.62.240.61:4245
2020-10-16 09:43:41.928 ERROR 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第59条,failure,用时:180秒;房间信息:Huya 22442416!36.62.240.61:4245
2020-10-16 09:43:55.920  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第90条,success,用时: 19秒;房间信息:Huya 23443537!36.62.240.61:4245
2020-10-16 09:43:55.927  INFO 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第89条,success,用时: 21秒;房间信息:Huya 22928115!36.62.240.61:4245
2020-10-16 09:43:56.378  WARN 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第93条,warning,用时:  0秒;房间信息:Huya 23134446!36.62.240.61:4245;message:主播未直播
2020-10-16 09:43:57.295  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第91条,success,用时: 17秒;房间信息:Huya 22712153!36.62.240.61:4245
2020-10-16 09:43:59.258  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第92条,success,用时: 16秒;房间信息:Huya 20729016!36.62.240.61:4245
2020-10-16 09:44:00.534  INFO 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第94条,success,用时:  4秒;房间信息:Huya 17802213!36.62.240.61:4245
2020-10-16 09:44:01.030  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第95条,success,用时:  4秒;房间信息:Huya 20425817!36.62.240.61:4245
2020-10-16 09:44:02.602  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第96条,success,用时:  4秒;房间信息:Huya 17968190!36.62.240.61:4245
